Province,District,Local_level,Total,Wood,LPG,Electricity,Cow_dung,Bio_gas,Kerosene,Other
Sudurpaschim,Kanchanpur ,Dodhara Chandani Municipality,9610,5099,2880,35,1,1591,3,1
Sudurpaschim,Baitadi ,Dogada Kedar Gaunpalika,4672,4614,53,2,0,2,0,1
Sudurpaschim,Darchula ,Duhun Gaunpalika,2196,2085,106,2,0,3,0,0
Sudurpaschim,Bajhang ,Durgathali Gaunpalika,2592,2456,130,1,0,0,3,2
Sudurpaschim,Dadeldhura ,Ganyapdhura Gaunpalika,3281,3103,167,1,1,6,2,1
Sudurpaschim,Bajura ,Gaumul Gaunpalika,1716,1690,23,1,0,0,1,1
Sudurpaschim,Kailali ,Gauriganga Municipality,13781,10367,2688,25,13,686,1,1
Sudurpaschim,Kailali ,Ghodaghodi Municipality,18383,13201,4232,87,73,783,3,4
Sudurpaschim,Kailali ,Godawari Municipality,21250,11511,8894,112,9,710,3,11
Sudurpaschim,Bajura ,Himali Gaunpalika,1998,1915,80,1,0,0,1,1
Sudurpaschim,Bajura ,Jagannath Gaunpalika,1939,1825,107,1,0,2,0,4
Sudurpaschim,Kailali ,Janaki Gaunpalika,11041,5146,4516,124,12,1242,0,1
Sudurpaschim,Bajhang ,Jayaprithbi Municipality,5002,3565,1373,5,0,54,3,2
Sudurpaschim,Doti ,Jorayal Gaunpalika,4320,3955,345,3,0,17,0,0
Sudurpaschim,Kailali ,Joshipur Gaunpalika,7751,3033,2634,58,60,1966,0,0
Sudurpaschim,Doti ,K.I. Singh Gaunpalika,4680,4568,79,1,0,16,15,1
Sudurpaschim,Kailali ,Kailari Gaunpalika,10174,6358,1449,59,9,2293,3,3
Sudurpaschim,Achham ,Kamal bazar Municipality,4569,4416,102,3,0,37,8,3
Sudurpaschim,Bajhang ,Kedarsyun Gaunpalika,4296,3906,380,3,0,5,2,0
Sudurpaschim,Bajhang ,Khaptad Chhanna Gaunpalika,3102,3014,70,2,0,11,5,0
Sudurpaschim,Bajura ,Khaptad Chhededaha Gaunpalika,3574,3491,76,1,0,4,2,0
Sudurpaschim,Kanchanpur ,Krishnapur Municipality,15111,10856,3754,38,5,457,1,0
Sudurpaschim,Kanchanpur ,Laljhadi Gaunpalika,4745,4396,254,13,3,78,0,1
Sudurpaschim,Kailali ,Lamki Chuha Municipality,20412,9218,10173,119,36,851,1,14
Sudurpaschim,Darchula ,Lekam Gaunpalika,3030,2852,162,5,0,7,3,1
Sudurpaschim,Darchula ,Mahakali Municipality,5982,2827,3137,6,0,12,0,0
Sudurpaschim,Darchula ,Malikarjun Gaunpalika,3174,3065,100,3,0,4,2,0
Sudurpaschim,Achham ,Mangalsen Municipality,6222,5464,702,1,0,27,18,10
Sudurpaschim,Darchula ,Marma Gaunpalika,3025,2787,238,0,0,0,0,0
Sudurpaschim,Bajhang ,Masta Gaunpalika,2545,2521,22,2,0,0,0,0
Sudurpaschim,Baitadi ,Melauli Municipality,4536,4388,144,1,0,2,1,0
Sudurpaschim,Achham ,Mellekh Gaunpalika,4722,4556,140,4,0,17,2,3
Sudurpaschim,Kailali ,Mohanyal Gaunpalika,4347,4151,170,1,1,6,9,9
Sudurpaschim,Darchula ,Naugad  Gaunpalika,2975,2883,84,1,0,6,1,0
Sudurpaschim,Dadeldhura ,Nawadurga Gaunpalika,4318,4138,170,2,1,5,2,0
Sudurpaschim,Achham ,Panchdebal Binayak Municipality,5412,5137,252,0,0,20,3,0
Sudurpaschim,Baitadi ,Pancheshwor Gaunpalika,3574,3461,105,1,0,6,1,0
Sudurpaschim,Dadeldhura ,Parashuram Municipality,7434,6839,559,9,0,20,4,3
Sudurpaschim,Baitadi ,Patan Municipality,6442,5985,439,1,0,17,0,0
Sudurpaschim,Baitadi ,Puchaundi Municipality,7145,6982,150,7,1,5,0,0
Sudurpaschim,Kanchanpur ,Punarbas Municipality,13626,7186,5951,69,14,395,1,10
Sudurpaschim,Doti ,Purbichouki Gaunpalika,5148,4847,253,4,0,27,12,5
Sudurpaschim,Achham ,Ramaroshan Gaunpalika,4832,4674,143,1,0,9,4,1
Sudurpaschim,Bajhang ,Saipal Gaunpalika,447,446,1,0,0,0,0,0
Sudurpaschim,Achham ,Sanphebagar Municipality,6311,5271,991,9,1,17,9,13
Sudurpaschim,Doti ,Sayal Gaunpalika,4207,4102,66,2,0,24,0,13
Sudurpaschim,Darchula ,Shailyashikhar Municipality,4501,3956,530,3,0,5,5,2
Sudurpaschim,Doti ,Shikhar Municipality,7016,6582,427,3,0,1,2,1
Sudurpaschim,Baitadi ,Shivanath Gaunpalika,3434,3381,53,0,0,0,0,0
Sudurpaschim,Kanchanpur ,Shuklaphanta Municipality,12058,7097,4227,50,25,655,2,2
Sudurpaschim,Baitadi ,Sigas Gaunpalika,4114,4027,82,1,0,3,0,1
Sudurpaschim,Bajhang ,Surma Gaunpalika,1823,1800,20,0,0,3,0,0
Sudurpaschim,Baitadi ,Surnaya Gaunpalika,3783,3721,53,1,0,5,3,0
Sudurpaschim,Bajura ,Swamikartik Khapar Gaunpalika,2362,2282,72,2,0,5,0,1
Sudurpaschim,Bajhang ,Talkot Gaunpalika,2244,2173,68,1,0,1,1,0
Sudurpaschim,Bajhang ,Thalara Gaunpalika,3416,3305,100,0,0,7,3,1
Sudurpaschim,Kailali ,Tikapur Municipality,20930,8770,11309,121,8,709,0,13
Sudurpaschim,Bajura ,Tribeni Municipality,3702,3599,92,4,0,6,0,1
Sudurpaschim,Achham ,Turmakhand Gaunpalika,5249,5055,179,10,0,1,3,1
